panel,comparison_label,strain,contrast,orthofinder_orthogroup,OG_gene_symbol,logFC,FDR,minus_log10_FDR,is_deg_by_threshold,DEG_direction,module_for_plot,label_for_plot
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000228,msrA,-1.61802890336545,5.77873363151414e-06,5.238167323707987,True,down,Proteostasis,msrA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000229,tatA,-0.682917839883812,0.0076140252431746,2.118385687680141,False,not_DEG,Other,tatA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000230,hepA,-0.41437871585658,0.203085415732284,0.6923212636676437,False,not_DEG,Other,hepA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000231,tri,0.117554783435226,0.694761028936025,0.1581645503180766,False,not_DEG,Other,tri
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000232,hsdM,-0.358217028385084,0.0270623489071952,1.567634511021434,False,not_DEG,Other,hsdM
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000233,yceF,-0.253035419476215,0.525584950865919,0.2793570784738795,False,not_DEG,Other,yceF
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000234,cysK,0.320364265014098,0.0138159348997451,1.859619721817848,False,not_DEG,Other,cysK
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000235,rpoD,-0.633353133683917,0.079843315548751,1.097761436968309,False,not_DEG,Other,rpoD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000236,ykfC,0.370999721659534,0.0115371700965768,1.937900704365572,False,not_DEG,Other,ykfC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000237,mutS,0.759811720916306,0.0001141022686755,3.942705720494529,False,not_DEG,Other,mutS
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000238,hisIE,0.418815418125293,0.322907975741,0.4909212278923233,False,not_DEG,Other,hisIE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000239,lpxC-fabZ,0.544473407819779,0.0018582911437185,2.73088624286937,False,not_DEG,Other,lpxC-fabZ
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000240,hchA,-0.0741012986874364,0.744569249064278,0.1280949042410157,False,not_DEG,Other,hchA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000241,lon,-1.75289657740626,3.3179719997997e-06,5.479127283285677,True,down,Proteostasis,lon
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000242,bepA,-1.46772356217751,2.65637749003918e-07,6.57571020859928,True,down,Proteostasis,bepA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000243,ctaB,-0.426919307233819,0.0554336253038493,1.256226718052458,False,not_DEG,Other,ctaB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000244,tonB,-1.17692373557538,5.15460885885252e-06,5.287804284189751,True,down,Proteostasis,tonB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000245,coxAC,0.306536086491434,0.226708878481191,0.6445314714928689,False,not_DEG,Other,coxAC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000246,ybgC,0.115200810955011,0.588403376333105,0.2303248439006094,False,not_DEG,Other,ybgC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000247,tatD,-0.405863392625057,0.0449591343670456,1.347182059165743,False,not_DEG,Other,tatD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000248,sucB,-0.295998256264726,0.284825422360502,0.5454212499433967,False,not_DEG,Other,sucB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000249,mgtE,0.697751077816046,0.0001655977549602,3.780945555322914,False,not_DEG,Other,mgtE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000250,serB-plsC,0.34014969928128,0.141799533256199,0.8483251986634659,False,not_DEG,Other,serB-plsC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000251,troA,1.35202548955698,1.87241838586735e-05,4.727597103049011,True,up,Other,troA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000252,ssb,0.313960410291451,0.0601831468137213,1.220525107920214,False,not_DEG,Other,ssb
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000253,cvrA,-0.346942136835807,0.0554336253038493,1.256226718052458,False,not_DEG,Other,cvrA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000254,ilvA,1.79070976505484,3.34812389831648e-06,5.475198479185481,True,up,Other,ilvA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000255,dapE,-0.356853148423021,0.0724381765256831,1.140032490644025,False,not_DEG,Other,dapE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000256,topA,0.439081869245871,0.0050876148948992,2.2934857698734,False,not_DEG,Other,topA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000257,gene3708,-1.54996551674963,0.0041687256448182,2.379996686035198,True,down,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000258,rne,0.593744742355951,0.0142113197106717,1.847365590161931,False,not_DEG,Other,rne
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000259,fdx,-1.72072121039092,4.65911432774531e-06,5.331696632479506,True,down,Other,fdx
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000260,fixA,-0.174226339118308,0.291354519131559,0.535578241281818,False,not_DEG,Other,fixA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000261,tuf,0.490305161559476,0.0589349908171559,1.22962677980128,False,not_DEG,Other,tuf
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000262,pepP,-0.161403288360574,0.277206127188891,0.5571971745836214,False,not_DEG,Other,pepP
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000263,TGL4,-0.432366729245701,0.0099223547427618,2.003385250181319,False,not_DEG,Other,TGL4
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000264,gshB,-0.432009141437126,0.005063004756872,2.295591664577945,False,not_DEG,Other,gshB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000265,lysA,0.40427706273322,0.0742433770515204,1.129342281920066,False,not_DEG,Other,lysA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000266,pcnB,0.171219818204259,0.16256601332906,0.7889702445135024,False,not_DEG,Other,pcnB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000267,umpA,-0.039059154948389,0.785057613013463,0.1050984705213692,False,not_DEG,Other,umpA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000268,birA,-0.819707541877026,0.10750570579266,0.968568485250636,False,not_DEG,Other,birA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000292,ntrY,-0.370871015681596,0.16464215830595,0.783458949346581,False,not_DEG,Other,ntrY
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000293,rpoE,-0.881622207257516,0.0221215282817701,1.655184872782706,False,not_DEG,Other,rpoE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000294,pimB,0.246172670126527,0.249190619181134,0.6034683107871543,False,not_DEG,Other,pimB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000295,mlaF,-1.43046601773764,0.0911020834324567,1.040471690942776,False,not_DEG,Other,mlaF
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000296,pgaC,0.27290603698601,0.0879055307911981,1.055983799368404,False,not_DEG,Other,pgaC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000297,zntA,0.716335167612479,0.0012877818872278,2.89015768759328,False,not_DEG,Other,zntA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000298,fadA,-0.851931172334091,0.0164921131003183,1.782723695537201,False,not_DEG,Other,fadA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000299,yheS,0.150491178068325,0.325078201566295,0.4880121515646931,False,not_DEG,Other,yheS
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000300,gene3412,-0.623215592725401,0.256251033386529,0.5913343745482389,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000301,eutP,-0.422553229033537,0.390301158332379,0.4086001598214571,False,not_DEG,Other,eutP
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000302,crt,0.10344927108682,0.500177266603946,0.3008760511357537,False,not_DEG,Other,crt
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000303,pydC,-0.650363905714481,0.0759405455624149,1.119526287181799,False,not_DEG,Other,pydC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000304,dpp,-0.524836152405594,0.0141502523546045,1.849235814893405,False,not_DEG,Other,dpp
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000305,paaI,0.313532542644673,0.13713422708311,0.862854136908857,False,not_DEG,Other,paaI
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000306,pccA,0.395060271115009,0.0186491946767935,1.729339917473318,False,not_DEG,Other,pccA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000307,accC,-0.626263556962872,0.016218869610448,1.789979417637321,False,not_DEG,Other,accC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000308,copA,-1.07096091568204,0.0013462261644679,2.870881973002563,True,down,Membrane maintenance,copA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000309,trpE,0.235742185992426,0.357713827805177,0.4464642714154354,False,not_DEG,Other,trpE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000310,metY,0.0522474334825094,0.787773062858557,0.1035988735546718,False,not_DEG,Other,metY
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000311,gabT,0.414152651813915,0.0188037164691193,1.725756305921632,False,not_DEG,Other,gabT
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000312,norM,-0.0682461822811768,0.729719057035949,0.13684431174722,False,not_DEG,Other,norM
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000313,kbl,0.102660684483576,0.588403376333105,0.2303248439006094,False,not_DEG,Other,kbl
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000314,deaD,1.6845480794206,7.94514601780867e-08,7.099898116814583,True,up,Other,deaD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000315,uvrD,1.76218914058466,8.40754100392549e-08,7.075331005935997,True,up,Other,uvrD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000316,ctpA,-0.235209841225938,0.191867692297091,0.7169981479239452,False,not_DEG,Other,ctpA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000318,gluP,-0.310155059031327,0.149762331684053,0.8245974069230457,False,not_DEG,Other,gluP
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000319,manB,0.56767125235764,0.000889230095508,3.050985847264238,False,not_DEG,Other,manB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000320,bkdA,0.375073787419348,0.0076480927569345,2.116446853527389,False,not_DEG,Other,bkdA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000321,gapA,-0.0170927064303335,0.942432105217149,0.0257499274793527,False,not_DEG,Other,gapA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000322,perM,-0.095645411095394,0.781504149302481,0.1070687118042473,False,not_DEG,Other,perM
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000323,DODA,-1.17144381457173,1.09469965534104e-05,4.960705018650419,True,down,Other,DODA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000324,gene1985,-0.890490145998433,8.41828919880084e-05,4.07477615873934,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000325,gfcE,-0.0384447170945796,0.84744638316227,0.071887769506437,False,not_DEG,Other,gfcE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000326,lpxL,0.655676815449793,0.0090555206706768,2.043086573742977,False,not_DEG,Other,lpxL
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000327,asnB,-1.39055629438307,0.0183539528898929,1.73627038735794,True,down,Other,asnB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000328,umuC,1.4156610292606,4.57287548825392e-07,6.339810623570211,True,up,Other,umuC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000329,ftsH,-1.0715237519391,1.48360981909391e-05,4.828680301007899,True,down,Proteostasis,ftsH
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000330,comM,0.0339472040191741,0.927958177940603,0.0324715965170292,False,not_DEG,Other,comM
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000331,pgi,0.774024311757215,0.0002642444598318,3.577994109374182,False,not_DEG,Other,pgi
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000332,arsH,0.569451992619123,0.0014003317806046,2.853769054739796,False,not_DEG,Other,arsH
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000333,gene0563,-0.0233168946552785,0.922654162400293,0.0349610546690659,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000334,moxR,-0.543116532406395,0.0108393582033224,1.96499643154368,False,not_DEG,Other,moxR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000335,pspC,-3.56419327026713,1.33805943822734e-07,6.873524594250706,True,down,Membrane maintenance,pspC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000336,gene2718,-1.1308547439751,0.0020255876668233,2.693448955939443,True,down,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000337,braZ,-1.45549194294423,0.0035690865225873,2.447442923653543,True,down,Other,braZ
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000338,ccoG,-1.87932444387484,0.0006584474893804,3.181478853931737,True,down,Other,ccoG
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000339,iscR,-0.630831801076333,0.0001350623191545,3.869465797283135,False,not_DEG,Other,iscR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000340,cobS,-2.27173909574583,0.0018735956275277,2.727324135797976,True,down,Proteostasis,cobS
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000341,prx,-1.15797345951245,0.0013775165113096,2.860903186866252,True,down,Proteostasis,prx
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000342,pqiB,-1.31189911926508,0.142547747927841,0.8460396395978571,False,not_DEG,Other,pqiB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000343,lepB,0.757267927592321,1.75040131185032e-05,4.75686236986155,False,not_DEG,Other,lepB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000344,parA,1.16536425423408,1.19707942380909e-06,5.921877034073361,True,up,Other,parA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000345,wbbL,0.477400742621349,0.001367378226979,2.864111339733742,False,not_DEG,Other,wbbL
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000346,pepN,-0.547474743615459,0.191867692297091,0.7169981479239452,False,not_DEG,Other,pepN
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000347,relA,-0.0924938706793303,0.550215119743124,0.259467479502889,False,not_DEG,Other,relA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000348,ksgA,-0.110468155474959,0.661476339007508,0.1794856859016604,False,not_DEG,Other,ksgA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000349,osmC,-1.22052205625136,1.48132767563448e-05,4.829348863167361,True,down,Proteostasis,osmC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000350,icmF,-0.188124036113163,0.22188126479567,0.65387936716577,False,not_DEG,Other,icmF
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000351,crcB,-0.885838463448982,0.0036751563275663,2.434724182904834,False,not_DEG,Other,crcB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000352,dppB,-0.324535437161671,0.0911020834324567,1.040471690942776,False,not_DEG,Other,dppB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000353,mutT,0.160728638505961,0.445841430419116,0.3508195765772547,False,not_DEG,Other,mutT
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000354,dtpT,-1.39445885382363,4.24486373838637e-05,4.372136246201347,True,down,Other,dtpT
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000355,rimI,0.121589667085706,0.395039820093286,0.4033591251959394,False,not_DEG,Other,rimI
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000356,ABC.CD.P,-0.147276273988354,0.411448139901308,0.3856848967191155,False,not_DEG,Other,ABC.CD.P
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000357,recQ,-0.506700738531604,0.0690614755900126,1.160764146609881,False,not_DEG,Other,recQ
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000358,phr,-2.34803848435375,2.30345486867665e-06,5.63762029240922,True,down,Membrane maintenance,phr
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000359,dppA,0.142570447704949,0.5234931288709,0.2810890142965742,False,not_DEG,Other,dppA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000360,miaB,-0.154116184330979,0.481935646146979,0.3170109501204552,False,not_DEG,Other,miaB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000361,purB,0.345806503874833,0.0203991754276537,1.690387387204371,False,not_DEG,Other,purB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000362,gene0728,-0.101553158278983,0.59286873833043,0.2270414491803039,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000364,ftsK,0.0482947348981226,0.798406374787171,0.0977760041307064,False,not_DEG,Other,ftsK
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000365,sodC,-1.53835099929148,2.48079446604346e-06,5.60540921555881,True,down,ROS removal,sodC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000366,rsmB,0.337614981415523,0.05411979006395,1.26664389674265,False,not_DEG,Other,rsmB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000367,fumC,-0.321199613223223,0.0289618139514846,1.538174240663804,False,not_DEG,Other,fumC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000368,hydA,-0.298698947958617,0.0694474348355025,1.158343791069068,False,not_DEG,Other,hydA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000369,gyrA,1.6283450738363,6.52244731407026e-06,5.185589420284618,True,up,Other,gyrA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000370,ppk,-0.483661537039601,0.0083587914925176,2.077856507976077,False,not_DEG,Other,ppk
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000371,ppx-gppA,-0.465292546186206,0.0715071967284944,1.145650247119379,False,not_DEG,Other,ppx-gppA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000372,phhB,0.32935207610373,0.239728581101046,0.6202801850964732,False,not_DEG,Other,phhB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000373,glsA,0.76066210262249,0.000510966682897,3.291607416706204,False,not_DEG,Other,glsA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000374,fusA,0.745118378538854,0.0072132122047682,2.141871291156081,False,not_DEG,Other,fusA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000375,metX,0.0714157128452042,0.820110999120603,0.0861273634173194,False,not_DEG,Other,metX
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000376,gene1121,0.099714756191564,0.694215335693013,0.1585057966955966,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000377,mscL,-1.29324058104417,1.92335935530105e-05,4.715939565764692,True,down,Membrane maintenance,mscL
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000378,iscS,0.672655475702632,0.0047698168706596,2.321498294668218,False,not_DEG,Other,iscS
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000379,nfuA,-1.20197431969042,7.18880926665938e-05,4.143343038927931,True,down,Proteostasis,nfuA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000380,ypmQ,0.0587643641043412,0.694215335693013,0.1585057966955966,False,not_DEG,Other,ypmQ
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000381,hpxB,0.511670218895269,0.085909266469809,1.065959989141338,False,not_DEG,Other,hpxB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000382,cphA,-0.638534395949228,0.0031620713073556,2.500028340589176,False,not_DEG,Other,cphA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000383,aspS,0.778761525993144,0.0013779758105515,2.860758406112145,False,not_DEG,Other,aspS
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000384,ansA,-0.224458297329514,0.327014762693885,0.4854326411875012,False,not_DEG,Other,ansA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000385,yciA,0.820306092592494,0.0018972076550322,2.721885131684336,False,not_DEG,Other,yciA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000386,hemJ,0.0575026579642597,0.837124517622821,0.0772099383096776,False,not_DEG,Other,hemJ
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000387,troC,0.635145686598782,0.0172562890724042,1.763052592668001,False,not_DEG,Other,troC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000388,metG,0.237357551956151,0.193498913410771,0.713321469410089,False,not_DEG,Other,metG
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000389,vacB,-0.800345518755593,0.0009820565319391,3.007863511395803,False,not_DEG,Other,vacB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000390,dusB,-0.220660643789913,0.164460560186151,0.783938234778914,False,not_DEG,Other,dusB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000391,lolC_E,0.0529144590895671,0.855237706548832,0.0679131597811666,False,not_DEG,Other,lolC_E
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000392,curA,-1.01116185328611,0.0007335084520019,3.134594877544437,True,down,Other,curA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000393,ychM,0.326705696719246,0.162508633927902,0.7891235604227369,False,not_DEG,Other,ychM
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000394,dinB,0.623918747323499,0.0004874744217282,3.312048167234637,False,not_DEG,Other,dinB
